,0
104,106.96629213483146
105,106.60013608528011
106,100.67255149222363
107,104.30215107553778
108,106.62604722010663
109,108.51202079272255
110,104.55330168321106
111,100.8183678108661
112,101.37931034482759
113,110.62378167641327
114,93.84576098059244
115,106.4470777264511
116,107.31107925455663
117,110.75625958099131
118,108.91748003549246
119,108.58686949559649
120,110.35049288061339
121,110.15020482476103
122,101.06282026950086
123,109.33439936038376
124,105.2278820375335
125,106.38297872340428
126,107.24289715886354
127,102.35655737704919
128,108.74439461883408
129,101.86848724398132
130,117.79584462511292
131,101.28250175685172
132,110.26997446187521
133,105.89085652331045
134,110.01448750452734
135,107.22233461460651
136,106.7970034715878
137,96.82080924855492
138,104.61854899027674
139,109.93337371290126
140,100.4056795131846
141,109.13009404388715
142,107.32127476313522
143,107.93237971391419
144,117.59381171823568
145,107.37895301054135
146,101.97844619591443
147,106.02529960053263
148,111.24161073825502
149,97.48603351955308
150,110.11092925986543
151,109.00516106068696
152,106.11596505162828
153,95.80348004094165
154,108.48815408215442
155,105.12472424910912
156,102.19194312796208
157,106.20805369127517
158,103.69733447979364
159,98.52592341579125
160,101.10954836693233
161,107.74799753542821
162,117.89537162671493
163,111.29182156133828
164,106.76949443016281
165,105.79688209474799
166,107.87295151207974
167,102.81400137268359
168,106.32047006511036
169,99.81241206815695
170,109.22448979591837
171,105.79624427029427
172,109.02078085642317
173,107.63097949886105
174,105.83712537266594
175,117.4736842105263
176,109.48790449261703
177,107.79014308426073
178,106.27473148671565
179,107.27074575743423
180,101.72634271099746
181,106.20915032679738
182,100.01454757055572
183,109.96354799513975
184,103.46680999731255
185,100.1890359168242
186,111.81123474996649
187,103.75730217737653
188,103.93215111796454
189,98.78033286748824
190,106.29745422063421
191,101.66332090622312
192,107.90566597448827
193,108.74568469505176
194,106.87425781765405
195,107.95867888840391
196,105.69165321989145
197,106.13310134841234
198,104.84389053064372
199,101.94696607740086
200,104.38176781667086
201,97.05372616984401
202,109.77424956586455
203,99.80940279542567
204,108.84399250735885
205,108.49174587293646
206,99.002849002849
207,96.39552547990608
208,106.24673288029274
209,112.40048576440427
210,108.93854748603353
211,103.91396773790171
212,104.86240983168582
213,100.6823895606369
214,105.36959553695955
215,106.14870716318198
216,105.21235521235522
217,105.35737118015598
218,105.51318914864358
219,100.36003600360037
220,107.22950024260068
221,104.62080668320061
222,106.05466195893814
223,107.40439381611067
224,106.93309499489274
225,105.3579730357973
226,105.07902038846663
227,96.35036496350365
228,105.91708697256736
229,100.25353898161842
230,103.43285251034328
231,106.64397229721799
232,111.26526082130965
233,113.7377341659233
234,104.12320530126395
235,101.66666666666666
236,109.06849007958748
237,107.46481970096747
238,107.13856507631294
239,105.6143303678769
240,104.62079927338783
241,102.29655516724914
242,97.4391364262747
243,102.7190332326284
244,104.1092988773565
245,105.79087374667486
246,105.32127458197498
247,110.78947368421052
248,108.67720377638696
249,115.51563951687828
250,109.08803039898672
251,108.92514395393475
252,105.05153471514328
253,101.65304959148776
254,103.04496874369833
255,105.53505535055349
256,100.43712513977839
257,115.08675620037252
258,113.86190878378378
259,108.91437770399438
260,105.81357931996138
261,97.48667174409749
262,103.99548069022187
263,108.377239199157
264,95.51130610867364
265,103.45017636684304
266,109.94711147274205
267,106.44048839593623
268,115.16801201426694
269,113.96211285957702
270,109.73502304147466
271,107.44419523656947
272,105.89552998676307
273,105.3813948738895
274,106.04005841852701
275,95.79912570636529
276,111.22800306044378
277,109.59104186952288
278,98.30960854092527
279,104.47102657123249
280,101.17451216128734
281,108.29068577277378
282,114.13302796068325
283,101.27613358674992
284,106.9541422909983
285,106.57409205671004
286,106.67445203018325
287,105.86066369105376
288,106.5410310100708
289,112.42362525458249
290,97.41579558652728
291,102.9101856497742
292,101.94174757281553
293,104.97856586126267
294,106.7107182699734
295,112.49637576109018
296,106.39921019565608
297,108.50265421929343
298,107.36301369863013
299,105.58761804826864
300,112.35314746624584
301,101.95381882770872
302,108.26735407843859
303,107.37290655039145
304,105.84427101809153
305,104.58149779735683
306,100.82048731974143
307,101.91421481744061
308,110.80687943869256
309,106.22049430713692
310,104.26342188370799
311,103.47848944186455
312,107.8843302026693
313,97.56097560975611
314,105.53381268772183
315,103.03391852735639
316,109.35799782372145
317,103.52261260434823
318,107.68152971235475
319,105.71040108769544
320,105.8467741935484
321,107.30928546772525
322,104.19443703901183
323,104.16490664864409
324,112.63080594822836
325,107.63255924546246
326,104.64509394572026
327,112.63892269003001
328,109.03314028314028
329,107.54700169295197
330,107.76293064266886
331,108.39077727596865
332,106.2803993514805
333,106.02957906712174
334,106.60154934321322
335,105.58281715067173
336,105.62347188264059
337,103.53824160114367
338,106.90369897959182
339,104.31863395225463
340,106.75586931538335
341,109.27075252133436
342,103.64358779271281
343,108.02334698144438
344,108.14201003497035
345,105.592562769929
346,106.98636806231742
347,104.12470796745347
348,105.24274856522413
349,98.33603896103897
350,104.08211983767008
351,112.31556760012045
352,107.98222374156057
353,103.75518166300904
354,108.65199564889969
355,103.73702422145328
356,104.65116279069768
357,106.17577197149643
358,109.82162847973729
359,110.65197428833793
360,108.90726780355706
361,106.28930817610063
362,99.61716382198118
363,99.1382687034861
364,115.16557688251423
365,114.99400239904038
366,107.50881219772113
367,103.27663243709335
368,103.79875990895535
369,105.0727340544573
370,112.82591328346285
371,103.0050821241806
372,105.45981393930151
373,110.22235268217509
374,106.36610783869507
375,99.75416762694937
376,107.64344403783748
377,99.23146473779386
378,114.74275167269093
379,109.54853598730709
380,103.71505170432785
381,109.58810692853245
382,105.43196396888221
383,103.78950100577511
384,107.38401219777826
385,104.65284300267324
386,105.10218767990789
387,113.03312556901743
388,115.30869239670547
389,110.88623775031957
390,107.23583205393498
391,104.32860300934179
392,109.01993587062597
393,115.00037001406054
394,109.3368663273133
395,102.78669390137148
396,108.92622125880622
397,104.90526176800685
398,105.75789108567464
399,112.41094863142106
400,106.93055458423666
401,103.86257229413386
402,113.28761542639869
403,114.8446408209806
404,102.84765404183153
405,103.78370645876547
406,110.69592046623242
407,107.24872953133824
408,106.6062903678742
409,104.53841492155411
410,105.86743436835972
411,112.4059061957151
412,106.86480265384877
413,104.7989185535654
414,100.13976240391335
415,103.98509746523852
416,102.7822257806245
417,115.42711138733515
418,109.74493132766514
419,101.74517690367442
420,110.66525170789944
421,103.75628311370737
422,106.68746608790016
423,104.78688524590163
424,107.36533528765115
425,104.79492379145678
426,100.68974844468488
427,104.11038209185644
428,103.31541798873276
429,108.77812663526949
430,114.73268336200854
431,115.26157947350883
432,105.93856655290101
433,104.17764891934634
434,104.26244581636675
435,113.5773463583529
436,106.66666666666667
437,105.56670010030089
438,103.70883082424871
439,106.15423418878869
440,105.33155826042855
441,105.87704601108389
442,114.65086127060566
443,115.34988713318283
444,104.43923712816508
445,109.45636325765466
446,104.7357671687516
447,104.44311017712397
448,104.03369925963747
449,105.62511564793684
450,107.4766355140187
451,104.57437140260528
452,113.78627968337732
453,110.30407484919364
454,102.07548335289394
455,103.14088948960544
456,104.40637248704007
457,103.78469301934399
458,100.61869098013676
459,112.34455368188033
460,106.0838602738044
461,107.09459459459461
462,107.47768483691686
463,113.56080489938758
464,102.16374970031168
465,106.40079389691746
466,105.54750694192924
467,103.94126738794436
468,108.98013086019569
469,106.296992481203
470,107.52621455605882
471,104.58839406207827
472,109.21778643297631
473,103.68248772504091
474,106.53323716792885
475,105.82675281167744
476,100.88711597999524
477,104.46396980776036
478,113.75856019016355
479,109.63736007462686
480,102.21445221445222
481,111.97580171502408
482,110.10430627585805
483,106.17522871217453
484,101.01195952161915
485,107.39793199019294
486,109.32080469193414
487,104.0138942493246
488,103.95564878633503
489,107.06563029630063
490,101.44005552021282
491,113.34250343878955
492,102.28108903605593
493,104.05260652225661
494,110.32823995472552
495,106.05628175124151
496,101.30699450942946
497,111.7248752672844
498,107.5977905534889
499,102.46673731308135
500,105.73530291250523
501,107.96741992773593
502,115.73898775716269
503,112.2663046831616
504,110.52427828780003
505,105.73064211520303
506,103.36120764552564
507,105.73999756779764
508,109.85898873089856
509,102.46673731308135
510,106.02002794597112
511,103.642671292281
512,107.64993184915947
513,105.67764593199595
514,102.73122284295468
515,108.6638640102358
516,102.39955357142858
517,99.761453299896
518,108.52642461837864
519,106.99329983249581
520,114.32113404840187
521,110.76392630104515
522,109.80010309868835
523,103.73206318581938
524,107.56553478597499
525,106.27872910036874
526,104.08961783780886
527,102.6055951727921
528,108.82300727853718
529,99.93472197495699
530,108.8701105442177
531,112.31990591002645
532,102.57975034674062
533,104.57408021213126
534,106.11178550694041
535,110.85996635828425
536,107.55781161872532
537,102.36113377944618
538,105.81736578629379
539,107.43199953404392
540,103.27743902439023
541,106.30076298301748
542,102.26058144506199
543,104.01591895803183
544,108.92903225806452
545,102.29785856842332
546,106.05727477601275
547,114.69515640248599
548,106.11178550694041
549,110.58727067746233
550,107.72066916134713
551,103.03905887209123
552,105.74558461882407
553,103.2326232223428
554,105.97969885024294
555,107.11716341212745
556,115.1676161262051
557,102.18019437877595
558,107.37781954887218
559,107.36163353036001
560,114.47954738897512
561,114.1766736350819
562,106.11178550694041
563,103.73941434547496
564,108.93807789296721
565,108.05164193496543
566,105.84261551155116
567,107.30361161719001
568,105.82259429968958
569,99.70961076673926
570,105.91764385055905
571,115.1676161262051
572,103.88767777431747
573,106.99023199023199
574,108.15333926049892
575,106.17582078816217
576,109.4168442914139
577,107.80475071782824
578,102.88210484032938
579,104.25285036827768
580,107.30361161719001
581,105.57617038580796
582,106.99023199023199
583,103.59584282776635
584,110.68255053217459
585,112.82647774135562
586,115.6040089561787
587,107.42636306663881
588,102.32581759089985
589,107.57104229376053
590,105.95928803225489
591,104.48386302044838
592,104.41191017904839
593,102.03587009209889
594,105.68863760353122
595,110.62036755000508
596,104.08985057248205
597,111.01569581603931
598,103.94813519813522
599,106.66356011183598
600,100.25328233226507
601,108.60154817681808
602,107.85612390462605
603,110.42558549483756
604,108.97531416083048
605,102.45137860180628
606,108.72926623559181
607,104.26528837793452
608,102.18615435574692
609,105.68672128763272
610,106.99039487726787
611,111.01569581603931
612,104.08551068883611
613,108.81012658227849
614,106.44882355618257
615,106.22193066559016
616,115.3884240233698
